com.edu.task1.entity.Truck
numberAxle;capacity;namePicking;vin;releaseYear;color;mark
7;0;Люкс;5694089382165066090;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
4;0;Люкс;2864103263243467225;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
4;0;Люкс;5888254884942072940;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;-7421935845159649479;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
2;0;Люкс;5438789943268960932;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;3581835558476374055;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;2887834070985605471;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
4;0;Люкс;-8084073517351291879;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;-8008663648174328738;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
3;0;Люкс;4534265752521929356;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
5;0;Люкс;1895546580817664902;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
5;0;Люкс;7149206708881327913;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
5;0;Люкс;3481751779442960530;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
4;0;Люкс;515910450142889028;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
2;0;Люкс;8038869413349328640;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
3;0;Люкс;3242136543939180247;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;-263643088049097014;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;-5711014277214880669;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;3270090343942314672;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
3;0;Люкс;-5820027012033093033;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;6756839470389873943;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
6;0;Люкс;-146482328741619718;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
6;0;Люкс;4734859463706581713;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
2;0;Люкс;-469671599588759838;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
7;0;Люкс;7933673837323784517;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;6331033547166010237;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
2;0;Люкс;-2307287195823313460;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
3;0;Люкс;4627530152361719358;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;-2178864454504120756;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;2729856890675234660;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;5019765174571923273;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;4174282370273839742;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
5;0;Люкс;-2678693807793767926;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
6;0;Люкс;6108575551822586897;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;7130211960041590149;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;-4707257917957285109;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
5;0;Люкс;5571908888489015087;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;1838481164810549490;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
3;0;Люкс;122767186750422243;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
5;0;Люкс;-7351433561803868445;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@21a06946
6;0;Люкс;3982371936944420728;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
2;0;Люкс;2329577497430188775;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;5085461748049841606;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
6;0;Люкс;6756315856124602401;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
5;0;Люкс;8713949562658816545;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
7;0;Люкс;499505329164451301;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;2429835754231546014;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
3;0;Люкс;7346727488289473726;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
4;0;Люкс;-6678018418585345387;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
4;0;Люкс;7303997420916266460;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
4;0;Люкс;923128660719432768;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
6;0;Люкс;3006954402725089430;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@21a06946
4;0;Люкс;854989808461497192;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
2;0;Люкс;-4772435608984333610;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
5;0;Люкс;7391661161746918011;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
6;0;Люкс;-1217665092247595859;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
2;0;Люкс;-940615662035830393;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
7;0;Люкс;-9101797048135687071;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;-5186889243566743832;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
5;0;Люкс;3052105025633128371;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
4;0;Люкс;-8643761584674106450;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
4;0;Люкс;6276354827921305648;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
7;0;Люкс;1716994997706466306;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
6;0;Люкс;7671860430717739974;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
4;0;Люкс;3377221018115932698;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
5;0;Люкс;-2240470626486351875;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
7;0;Люкс;-2508018454127658378;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
4;0;Люкс;633377930942915960;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@71f2a7d5
6;0;Люкс;2223776037194738303;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
2;0;Люкс;5890964845907946161;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
4;0;Люкс;-8183344131392514371;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
6;0;Люкс;-5553054448213528559;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;7957905389477166141;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;-2464618718893075257;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;-2156013073153455896;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
2;0;Люкс;-3150945447026580715;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
7;0;Люкс;-2378315605382014769;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
6;0;Люкс;-1451453116058737683;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
6;0;Люкс;3783325355233376955;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
6;0;Люкс;6267427772358601993;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;8866271177332483204;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
7;0;Люкс;8733316926463480301;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
6;0;Люкс;-5140179836770453507;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;-3058387992332793998;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
7;0;Люкс;-2430459567818468494;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
6;0;Люкс;1785705097921891019;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@21a06946
3;0;Люкс;2535336997104301326;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;4836067627333650463;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;353016410632521383;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
3;0;Люкс;-22209226460470736;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
2;0;Люкс;-7280692631337957446;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;2093728646709996457;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
2;0;Люкс;-2450508875360072286;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@71f2a7d5
4;0;Люкс;-5708794943420552186;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
6;0;Люкс;6713592459255350862;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;3040741593601097015;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
6;0;Люкс;-3445303741051019262;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
4;0;Люкс;-6234358629013865371;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
7;0;Люкс;220013837514260713;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
5;0;Люкс;-7205164725457518714;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
7;0;Люкс;-8405686241201921155;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
7;0;Люкс;6767594326964589229;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
7;0;Люкс;-9112793206183524076;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;-8865142957086524631;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;2942357678617203219;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@21a06946
6;0;Люкс;6503928389031949301;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
5;0;Люкс;6688563325897407380;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
3;0;Люкс;2680074742773372430;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;-1672326253815737212;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
2;0;Люкс;6359937125882558628;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
4;0;Люкс;-5200572588472582017;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;-6735797850100639678;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
2;0;Люкс;1902839164935300351;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
7;0;Люкс;-1656883509042278051;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@71f2a7d5
7;0;Люкс;-5199970617489934962;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@21a06946
6;0;Люкс;-6484769931266457099;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
6;0;Люкс;-6879256312684245475;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
7;0;Люкс;4122241917390538529;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
3;0;Люкс;-8962679929070717261;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
6;0;Люкс;-3776263542212274496;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@21a06946
2;0;Люкс;6982882790636804622;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;-4472021166373750097;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
4;0;Люкс;1245205201274829035;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;4965001523682738726;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
2;0;Люкс;-324788679184939503;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
2;0;Люкс;903477649009747759;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;2518043674188524373;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@71f2a7d5
4;0;Люкс;-1521617208982554278;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;-4147196405789405654;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
4;0;Люкс;5124694031860263952;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;-6414346302418890109;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
5;0;Люкс;-2987840416148619712;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
7;0;Люкс;-330605258987477745;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
2;0;Люкс;5451360934538420783;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
3;0;Люкс;1755685714004546065;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
2;0;Люкс;-8880894028392372299;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;-6262519173373940636;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
3;0;Люкс;1039379920072441913;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;2726827226233591924;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
2;0;Люкс;5122013940493144851;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
7;0;Люкс;-6779010122790305496;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;-7070121481097080238;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
4;0;Люкс;-8752096304223805164;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
4;0;Люкс;649913572921320176;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
2;0;Люкс;-5522810516673613713;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
6;0;Люкс;-154823195411150602;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;8016288261840289948;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
4;0;Люкс;2997324325767278374;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@71f2a7d5
6;0;Люкс;-4483552202772420527;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
7;0;Люкс;1079498405568619295;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@77f03bb1
7;0;Люкс;1193594645096869777;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;-5639661206666393063;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;7575311979093276962;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
5;0;Люкс;5865910529296791465;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@21a06946
7;0;Люкс;2471788687407417123;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@21a06946
2;0;Люкс;-7250048909807648972;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
6;0;Люкс;-3271778317607240988;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
7;0;Люкс;-1502772310228491789;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
4;0;Люкс;538455537852032064;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;3611223463833726645;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
4;0;Люкс;721249578638224122;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;-4033114881052699192;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;1074789771678131439;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
4;0;Люкс;989090287890688683;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
6;0;Люкс;2503187943787664927;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
4;0;Люкс;-7626638347868234116;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;-3845856774456593445;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
3;0;Люкс;8146433938148964669;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
2;0;Люкс;8167203860206379670;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
4;0;Люкс;-8120655769656865446;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
