com.edu.task1.entity.Car
numberPassengerSeats;namePicking;vin;releaseYear;color;mark
5;Люкс;-5121122798576016147;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-5359587794123782703;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@224aed64
5;Люкс;6900010321461281190;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;-4721001545617497099;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@22a71081
5;Люкс;-6125046500808770768;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;2044669463177720635;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-4127549956767787986;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;678256774879865177;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-1701654821590641528;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@22a71081
5;Люкс;7026039513724670343;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@64c64813
5;Люкс;-7579229559350039064;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;5865255551554550019;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@13b6d03
5;Люкс;8404880892083499069;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@3ac42916
5;Люкс;5747775002982804365;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-2254942969221525956;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@3ac42916
5;Люкс;3568362803362775019;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@22a71081
5;Люкс;-778127932255882790;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;8330312976375706726;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;824514094037278931;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@22a71081
5;Люкс;428912974455364427;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@64c64813
5;Люкс;-1184444906227027674;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-259444468506257556;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@75412c2f
5;Люкс;6670744121683561879;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@5f150435
5;Люкс;-8379725969073690468;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;3353712546325367340;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-6773254829781022665;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-733552142224422735;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;4269531969173771671;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@64c64813
5;Люкс;4295540189486116148;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@3ac42916
5;Люкс;5450379294379709088;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@22a71081
5;Люкс;-3076381912775859575;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-4977779913431781323;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;1824143042396401351;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@5f150435
5;Люкс;8439223338592873152;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-6527894733718988856;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@3ac42916
5;Люкс;444760847103489710;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@224aed64
5;Люкс;-6070805821347178579;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-8115855741902390031;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@3ac42916
5;Люкс;7576232437266604376;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@64c64813
5;Люкс;2787026362006136700;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@3ac42916
5;Люкс;8945952168899785969;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@22a71081
5;Люкс;-2786988945219256885;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;5920221333864612962;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-7189966270871285416;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-4285897724442777637;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@224aed64
5;Люкс;7933339100625730087;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@224aed64
5;Люкс;5570455512755987022;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-3427541633621761221;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@224aed64
5;Люкс;-1125873301451115021;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-8824589353956989154;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;1351505898005579974;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;3702031483735637085;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-33816779118520060;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;2597664410794930698;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@5f150435
5;Люкс;-4126171478608363086;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-2456009423675737031;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@22a71081
5;Люкс;8646522207388372758;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@5f150435
5;Люкс;-5273328051172814717;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;8634360678414000956;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-2957467154182565242;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@73035e27
5;Люкс;-3176021857589482894;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;6433372861777956962;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;563160007591337932;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;6376163381791706941;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@5f150435
5;Люкс;-7446223351078067807;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-4540367029436078143;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;5489054339035911692;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-5659555242956049767;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-8945202711025606804;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;920169537341719799;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;8292449198653628644;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-6810147351128310511;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@22a71081
5;Люкс;8910905281589744347;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@5f150435
5;Люкс;-848999846421668193;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-431158618188093570;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;5433758453257469791;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;3386096642270838585;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;1478878651171210130;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-4397769429756170942;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@224aed64
5;Люкс;1989056232809835132;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-7862558140867769330;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;6313919868621368039;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@75412c2f
5;Люкс;1526747464855658970;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@64c64813
5;Люкс;4555732196641677216;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-6201519746188782301;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-5571632939132484615;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@22a71081
5;Люкс;-7599776395608690386;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-8561056097770913722;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;4813213712440392321;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-5124554597552830880;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-8474886224059329688;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@73035e27
5;Люкс;-2157839165209821659;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-7295138698688401295;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-4640486154875584011;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-2077525126294086416;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@73035e27
5;Люкс;-6942391005732164809;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@3ac42916
5;Люкс;1255686902533410684;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-8010752248198009134;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@5f150435
5;Люкс;-908263259308650896;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;7035663505761208756;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;6517296271940904043;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-1658075194181681841;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-3793962477945592624;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@5f150435
5;Люкс;5749083519584689175;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-2714031115714707385;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@64c64813
5;Люкс;4399269338962552325;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;-8048674015437706950;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-2942894428234435305;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;1972769417766783065;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-8792539213621691955;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;6509583825731469590;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;4835870114459043758;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;-8675945817676921302;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;1045133416331637185;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@282ba1e
5;Люкс;7330766209913273870;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@224aed64
5;Люкс;-3524800191221041388;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-3111956421068851325;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;-9206280491654185159;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-6562117789953593845;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@3ac42916
5;Люкс;1027386755950208708;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-3475177468534743443;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-5973830709322261554;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;5976941144795957;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-4177454830008432011;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;8312532424573587761;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;-3309621498606003878;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-3518351959449752587;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-7473000547477375455;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@73035e27
5;Люкс;8710720624693332568;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@282ba1e
5;Люкс;5786496615995666932;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@73035e27
5;Люкс;6609552449702793973;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@224aed64
5;Люкс;1916356631993101825;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@64c64813
5;Люкс;-3570225337823201109;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;1838979844984723447;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;8580794474665901853;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@224aed64
5;Люкс;3968455793609127565;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-6888524012819378381;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;5531516981454407164;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@22a71081
5;Люкс;8233255490614221719;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;-847158834878339968;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-2101677055812807367;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;-4577447766101012774;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@5f150435
5;Люкс;316080745875845068;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;44162405225721041;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@73035e27
5;Люкс;-8632064727740877242;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@75412c2f
5;Люкс;8566625656429342124;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-1389173189005791388;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@64c64813
5;Люкс;-6980711538354867015;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-3313182314646007260;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;4161930704385938890;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@224aed64
5;Люкс;6718809791440013897;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@224aed64
5;Люкс;-3356672250268622413;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@22a71081
5;Люкс;7535261630730161370;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-2706621920399981875;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@13b6d03
5;Люкс;8850065441888287907;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-2526704055884568202;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;2795219736952397490;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-3225294659982817137;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@22a71081
5;Люкс;9220785916484722395;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-8658283402374209028;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-4096487502876957643;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@73035e27
5;Люкс;5127876449297703720;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@3ac42916
5;Люкс;5703831478263936411;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-6140755884932247170;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-2402563568142471636;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@5f150435
5;Люкс;-7138435848778184975;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-9097213777595743796;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-832450568005271947;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@5f150435
5;Люкс;-3247542140936007263;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;3629867022863642755;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;4644736669975941270;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-287397192671035495;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-5163613899225188389;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-1938223169942719304;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2d6a9952
